"DTSTART","DTEND","DURATION","DTSTAMP","SUMMARY","UID","RECURRENCE-ID","SEQUENCE","RRULEEXRULE","RDATE","EXDATE"
"2013-04-02T15:00:00","2013-04-02T23:23:00","","2013-04-02T15:00:00+00:00","接見加拿大國會議員訪華團","2013-04-02T15:00:00/2013-04-02T23:23:00@president.g0v.tw","","","","",""
"2013-04-02T16:00:00","2013-04-02T23:23:00","","2013-04-02T16:00:00+00:00","接見「2013博鰲亞洲論壇」我方代表團","2013-04-02T16:00:00/2013-04-02T23:23:00@president.g0v.tw","","","","",""
"2013-04-01T09:00:00","2013-04-01T23:23:00","","2013-04-01T09:00:00+00:00","接見美國亞利桑那州立大學校長柯若(Michael M. Crow)博士等一行","2013-04-01T09:00:00/2013-04-01T23:23:00@president.g0v.tw","","","","",""
"2013-04-01T10:00:00","2013-04-01T23:23:00","","2013-04-01T10:00:00+00:00","接見「亞洲臺灣商會聯合總會」回國訪問團","2013-04-01T10:00:00/2013-04-01T23:23:00@president.g0v.tw","","","","",""
"2013-03-31T09:30:00","2013-03-31T23:23:00","","2013-03-31T09:30:00+00:00","出席「理性思考與公共決策論壇」","2013-03-31T09:30:00/2013-03-31T23:23:00@president.g0v.tw","","","","",""
"2013-03-31T15:00:00","2013-03-31T23:23:00","","2013-03-31T15:00:00+00:00","總統與監督核電團體座談會","2013-03-31T15:00:00/2013-03-31T23:23:00@president.g0v.tw","","","","",""
"2013-03-30T10:00:00","2013-03-30T23:23:00","","2013-03-30T10:00:00+00:00","出席「太上道祖祝壽三獻禮及觀音佛祖慶典」","2013-03-30T10:00:00/2013-03-30T23:23:00@president.g0v.tw","","","","",""
"2013-03-30T13:45:00","2013-03-30T23:23:00","","2013-03-30T13:45:00+00:00","視察新北操演","2013-03-30T13:45:00/2013-03-30T23:23:00@president.g0v.tw","","","","",""
"2013-03-29T08:50:00","2013-03-29T23:23:00","","2013-03-29T08:50:00+00:00","接見日本東京三大僑團返國致敬團","2013-03-29T08:50:00/2013-03-29T23:23:00@president.g0v.tw","","","","",""
"2013-03-29T09:58:00","2013-03-29T23:23:00","","2013-03-29T09:58:00+00:00","主持中華民國102年「中樞紀念革命先烈暨春祭忠烈殉職人員典禮」","2013-03-29T09:58:00/2013-03-29T23:23:00@president.g0v.tw","","","","",""
"2013-03-29T11:00:00","2013-03-29T23:23:00","","2013-03-29T11:00:00+00:00","接見102年青年獎章得獎人、社會及大專優秀青年代表","2013-03-29T11:00:00/2013-03-29T23:23:00@president.g0v.tw","","","","",""
"2013-03-28T09:00:00","2013-03-28T23:23:00","","2013-03-28T09:00:00+00:00","總統與青年有約：東海大學演講","2013-03-28T09:00:00/2013-03-28T23:23:00@president.g0v.tw","","","","",""
"2013-03-28T11:00:00","2013-03-28T23:23:00","","2013-03-28T11:00:00+00:00","訪視寶熊(Okuma)漁具公司/觀光工廠","2013-03-28T11:00:00/2013-03-28T23:23:00@president.g0v.tw","","","","",""
"2013-03-28T14:00:00","2013-03-28T23:23:00","","2013-03-28T14:00:00+00:00","出席彰化縣萬安36號暨區域型災害防救演習","2013-03-28T14:00:00/2013-03-28T23:23:00@president.g0v.tw","","","","",""
"2013-03-27T09:58:00","2013-03-27T23:23:00","","2013-03-27T09:58:00+00:00","馬紹爾群島共和國總統羅亞克（Christopher J. Loeak）伉儷訪華軍禮歡迎儀式","2013-03-27T09:58:00/2013-03-27T23:23:00@president.g0v.tw","","","","",""
"2013-03-27T10:40:00","2013-03-27T23:23:00","","2013-03-27T10:40:00+00:00","與馬紹爾群島共和國總統羅亞克伉儷會晤","2013-03-27T10:40:00/2013-03-27T23:23:00@president.g0v.tw","","","","",""
"2013-03-27T11:25:00","2013-03-27T23:23:00","","2013-03-27T11:25:00+00:00","接見前英國退役上尉費茲派翠克（Gerald Fitzpatrick）伉儷","2013-03-27T11:25:00/2013-03-27T23:23:00@president.g0v.tw","","","","",""
"2013-03-27T18:30:00","2013-03-27T23:23:00","","2013-03-27T18:30:00+00:00","馬紹爾群島共和國總統羅亞克伉儷訪華國宴","2013-03-27T18:30:00/2013-03-27T23:23:00@president.g0v.tw","","","","",""
"2013-03-26T09:00:00","2013-03-26T23:23:00","","2013-03-26T09:00:00+00:00","接見聖露西亞訪華團","2013-03-26T09:00:00/2013-03-26T23:23:00@president.g0v.tw","","","","",""
"2013-03-26T15:30:00","2013-03-26T23:23:00","","2013-03-26T15:30:00+00:00","接見「國際同濟會臺灣總會」第39屆領導幹部","2013-03-26T15:30:00/2013-03-26T23:23:00@president.g0v.tw","","","","",""
"2013-03-25T08:30:00","2013-03-25T23:23:00","","2013-03-25T08:30:00+00:00","接見美國聯邦眾議員訪華團","2013-03-25T08:30:00/2013-03-25T23:23:00@president.g0v.tw","","","","",""
"2013-03-25T10:00:00","2013-03-25T23:23:00","","2013-03-25T10:00:00+00:00","出席「黑松中壢總廠製造三場動土典禮」","2013-03-25T10:00:00/2013-03-25T23:23:00@president.g0v.tw","","","","",""
"2013-03-24T00:00:00","2013-03-24T23:23:00","","2013-03-24T00:00:00+00:00","無公開行程","2013-03-24T00:00:00/2013-03-24T23:23:00@president.g0v.tw","","","","",""
"2013-03-23T09:20:00","2013-03-23T23:23:00","","2013-03-23T09:20:00+00:00","訪視「國家品質獎中小企業獎得主：大瓏企業」","2013-03-23T09:20:00/2013-03-23T23:23:00@president.g0v.tw","","","","",""
"2013-03-22T15:00:00","2013-03-22T23:23:00","","2013-03-22T15:00:00+00:00","接見「美國海外作戰退伍軍人協會」總會長漢彌敦（John E. Hamilton）、執行長肯特（Allen F. Gunner Kent）","2013-03-22T15:00:00/2013-03-22T23:23:00@president.g0v.tw","","","","",""
"2013-03-21T09:15:00","2013-03-21T23:23:00","","2013-03-21T09:15:00+00:00","接見「美商應用材料公司」董事長暨執行長麥可．史賓林特（Michael Splinter）等一行","2013-03-21T09:15:00/2013-03-21T23:23:00@president.g0v.tw","","","","",""
"2013-03-21T10:45:00","2013-03-21T23:23:00","","2013-03-21T10:45:00+00:00","接見美國「美臺商業協會」理事主席伍佛維茲（Paul D. Wolfowitz）大使等一行","2013-03-21T10:45:00/2013-03-21T23:23:00@president.g0v.tw","","","","",""
"2013-03-21T11:50:00","2013-03-21T23:23:00","","2013-03-21T11:50:00+00:00","總統伉儷宴請「2013世界棒球經典賽」中華代表隊餐前迎賓","2013-03-21T11:50:00/2013-03-21T23:23:00@president.g0v.tw","","","","",""
"2013-03-21T14:00:00","2013-03-21T23:23:00","","2013-03-21T14:00:00+00:00","出席「102年全國災害防救演習-新北市」","2013-03-21T14:00:00/2013-03-21T23:23:00@president.g0v.tw","","","","",""
"2013-03-21T19:30:00","2013-03-21T23:23:00","","2013-03-21T19:30:00+00:00","出席「臺北市美國商會2013謝年飯」","2013-03-21T19:30:00/2013-03-21T23:23:00@president.g0v.tw","","","","",""
"2013-03-20T19:05:00","2013-03-20T23:23:00","","2013-03-20T19:05:00+00:00","「慶誼專案」-總統返抵桃園國際機場","2013-03-20T19:05:00/2013-03-20T23:23:00@president.g0v.tw","","","","",""
"2013-03-19T00:00:00","2013-03-19T23:23:00","","2013-03-19T00:00:00+00:00","「慶誼專案」－總統出訪友邦教廷","2013-03-19T00:00:00/2013-03-19T23:23:00@president.g0v.tw","","","","",""
"2013-03-18T00:00:00","2013-03-18T23:23:00","","2013-03-18T00:00:00+00:00","「慶誼專案」－總統出訪友邦教廷","2013-03-18T00:00:00/2013-03-18T23:23:00@president.g0v.tw","","","","",""
"2013-03-17T23:00:00","2013-03-17T23:23:00","","2013-03-17T23:00:00+00:00","「慶誼專案」－總統出訪友邦教廷","2013-03-17T23:00:00/2013-03-17T23:23:00@president.g0v.tw","","","","",""
"2013-03-16T09:00:00","2013-03-16T23:23:00","","2013-03-16T09:00:00+00:00","訪視彰化監獄","2013-03-16T09:00:00/2013-03-16T23:23:00@president.g0v.tw","","","","",""
"2013-03-15T11:30:00","2013-03-15T23:23:00","","2013-03-15T11:30:00+00:00","接見吐瓦魯總理兼自然資源部長泰拉維閣下（H. E. Willy Telavi）伉儷","2013-03-15T11:30:00/2013-03-15T23:23:00@president.g0v.tw","","","","",""
"2013-03-14T09:00:00","2013-03-14T23:23:00","","2013-03-14T09:00:00+00:00","出席「經濟高峰會-臺灣經濟成長與競爭力」","2013-03-14T09:00:00/2013-03-14T23:23:00@president.g0v.tw","","","","",""
"2013-03-14T10:00:00","2013-03-14T23:23:00","","2013-03-14T10:00:00+00:00","吐瓦魯共和國新任駐華特命全權大使陶波(Minute Alapati Taupo)呈遞到任國書","2013-03-14T10:00:00/2013-03-14T23:23:00@president.g0v.tw","","","","",""
"2013-03-14T16:00:00","2013-03-14T23:23:00","","2013-03-14T16:00:00+00:00","接見「101年全國模範公務人員代表」","2013-03-14T16:00:00/2013-03-14T23:23:00@president.g0v.tw","","","","",""
"2013-03-13T00:00:00","2013-03-13T23:23:00","","2013-03-13T00:00:00+00:00","無公開行程","2013-03-13T00:00:00/2013-03-13T23:23:00@president.g0v.tw","","","","",""
"2013-03-12T10:00:00","2013-03-12T23:23:00","","2013-03-12T10:00:00+00:00","出席「植樹造林　呵護臺灣」民國102年中樞紀念植樹活動","2013-03-12T10:00:00/2013-03-12T23:23:00@president.g0v.tw","","","","",""
"2013-03-12T16:00:00","2013-03-12T23:23:00","","2013-03-12T16:00:00+00:00","接見「首爾臺北俱樂部」白茸基（Baik Yong-Ki）會長伉儷","2013-03-12T16:00:00/2013-03-12T23:23:00@president.g0v.tw","","","","",""
"2013-03-11T09:00:00","2013-03-11T23:23:00","","2013-03-11T09:00:00+00:00","主持贈勳典禮-行政院陳冲前院長、江宜樺前副院長、陳士魁前秘書長","2013-03-11T09:00:00/2013-03-11T23:23:00@president.g0v.tw","","","","",""
"2013-03-11T10:00:00","2013-03-11T23:23:00","","2013-03-11T10:00:00+00:00","接見「2002諾貝爾生理醫學獎」得主悉尼‧布雷內(Sydney Brenner)博士","2013-03-11T10:00:00/2013-03-11T23:23:00@president.g0v.tw","","","","",""
"2013-03-10T19:00:00","2013-03-10T23:23:00","","2013-03-10T19:00:00+00:00","接見美國貿易代表署（USTR）副貿易代表馬倫提斯(Demetrios Marantis)大使","2013-03-10T19:00:00/2013-03-10T23:23:00@president.g0v.tw","","","","",""
"2013-03-09T00:00:00","2013-03-09T23:23:00","","2013-03-09T00:00:00+00:00","無公開行程","2013-03-09T00:00:00/2013-03-09T23:23:00@president.g0v.tw","","","","",""
"2013-03-08T09:00:00","2013-03-08T23:23:00","","2013-03-08T09:00:00+00:00","接見「第1屆亞洲青少年人權高峰會」國際青少年人權大使等一行","2013-03-08T09:00:00/2013-03-08T23:23:00@president.g0v.tw","","","","",""
"2013-03-08T10:00:00","2013-03-08T23:23:00","","2013-03-08T10:00:00+00:00","出席「女性-驅動臺灣進步的力量」102年慶祝國際婦女節記者會","2013-03-08T10:00:00/2013-03-08T23:23:00@president.g0v.tw","","","","",""
"2013-03-08T14:30:00","2013-03-08T23:23:00","","2013-03-08T14:30:00+00:00","出席「慶祝102年國際婦女節茶會」","2013-03-08T14:30:00/2013-03-08T23:23:00@president.g0v.tw","","","","",""
"2013-03-08T15:30:00","2013-03-08T23:23:00","","2013-03-08T15:30:00+00:00","接見「第13屆保德信青少年志工菁英獎」得獎代表","2013-03-08T15:30:00/2013-03-08T23:23:00@president.g0v.tw","","","","",""
"2013-03-07T10:00:00","2013-03-07T23:23:00","","2013-03-07T10:00:00+00:00","主持贈勳典禮-中華民國婦女聯合會主任委員辜嚴倬雲女士","2013-03-07T10:00:00/2013-03-07T23:23:00@president.g0v.tw","","","","",""
"2013-03-07T12:30:00","2013-03-07T23:23:00","","2013-03-07T12:30:00+00:00","出席「傅爾布萊特年度研討會」（Fulbright Research Workshop）午餐演講","2013-03-07T12:30:00/2013-03-07T23:23:00@president.g0v.tw","","","","",""
"2013-03-06T14:00:00","2013-03-06T23:23:00","","2013-03-06T14:00:00+00:00","出席「中華民國102年工商團體春節聯誼會」","2013-03-06T14:00:00/2013-03-06T23:23:00@president.g0v.tw","","","","",""
"2013-03-05T10:30:00","2013-03-05T23:23:00","","2013-03-05T10:30:00+00:00","出席「2013臺北國際工具機展覽會」開幕典禮","2013-03-05T10:30:00/2013-03-05T23:23:00@president.g0v.tw","","","","",""
"2013-03-05T15:00:00","2013-03-05T23:23:00","","2013-03-05T15:00:00+00:00","接見世界知名經濟學者約翰‧霍金斯(John Howkins)博士","2013-03-05T15:00:00/2013-03-05T23:23:00@president.g0v.tw","","","","",""
"2013-03-04T09:00:00","2013-03-04T23:23:00","","2013-03-04T09:00:00+00:00","主持新任行政院政務首長、副首長宣誓典禮","2013-03-04T09:00:00/2013-03-04T23:23:00@president.g0v.tw","","","","",""
"2013-03-03T00:00:00","2013-03-03T23:23:00","","2013-03-03T00:00:00+00:00","無公開行程","2013-03-03T00:00:00/2013-03-03T23:23:00@president.g0v.tw","","","","",""
"2013-03-02T09:10:00","2013-03-02T23:23:00","","2013-03-02T09:10:00+00:00","視察「國立海洋科技博物館籌建計畫」","2013-03-02T09:10:00/2013-03-02T23:23:00@president.g0v.tw","","","","",""
"2013-03-01T11:00:00","2013-03-01T23:23:00","","2013-03-01T11:00:00+00:00","接見「2012年第9屆國際國中科學奧林匹亞競賽」我國代表團","2013-03-01T11:00:00/2013-03-01T23:23:00@president.g0v.tw","","","","",""
"2013-03-01T16:45:00","2013-03-01T23:23:00","","2013-03-01T16:45:00+00:00","接見「歐洲復興開發銀行總裁查卡巴提(Suma Chakrabarti)爵士一行","2013-03-01T16:45:00/2013-03-01T23:23:00@president.g0v.tw","","","","",""
"2013-02-28T10:00:00","2013-02-28T23:23:00","","2013-02-28T10:00:00+00:00","出席「二二八事件66週年中樞紀念儀式」","2013-02-28T10:00:00/2013-02-28T23:23:00@president.g0v.tw","","","","",""
"2013-02-28T14:00:00","2013-02-28T23:23:00","","2013-02-28T14:00:00+00:00","出席「臺北市二二八事件66週年追悼會」","2013-02-28T14:00:00/2013-02-28T23:23:00@president.g0v.tw","","","","",""
"2013-02-27T00:00:00","2013-02-27T23:23:00","","2013-02-27T00:00:00+00:00","無公開行程","2013-02-27T00:00:00/2013-02-27T23:23:00@president.g0v.tw","","","","",""
"2013-02-26T10:00:00","2013-02-26T23:23:00","","2013-02-26T10:00:00+00:00","接見「2049計畫研究所」訪華團","2013-02-26T10:00:00/2013-02-26T23:23:00@president.g0v.tw","","","","",""
"2013-02-26T12:05:00","2013-02-26T23:23:00","","2013-02-26T12:05:00+00:00","出席「臺北市歐洲商務協會」成立25週年慶祝酒會","2013-02-26T12:05:00/2013-02-26T23:23:00@president.g0v.tw","","","","",""
"2013-02-25T10:00:00","2013-02-25T23:23:00","","2013-02-25T10:00:00+00:00","主持「102年2月總統府月會暨宣誓典禮」","2013-02-25T10:00:00/2013-02-25T23:23:00@president.g0v.tw","","","","",""
"2013-02-24T14:00:00","2013-02-24T23:23:00","","2013-02-24T14:00:00+00:00","出席「2013新春文薈」","2013-02-24T14:00:00/2013-02-24T23:23:00@president.g0v.tw","","","","",""
"2013-02-24T17:30:00","2013-02-24T23:23:00","","2013-02-24T17:30:00+00:00","出席「中華民國初次人權報告國際審查會議」審查委員歡迎介紹會","2013-02-24T17:30:00/2013-02-24T23:23:00@president.g0v.tw","","","","",""
"2013-02-24T18:50:00","2013-02-24T23:23:00","","2013-02-24T18:50:00+00:00","出席「2013臺灣燈會」開燈典禮","2013-02-24T18:50:00/2013-02-24T23:23:00@president.g0v.tw","","","","",""
"2013-02-23T08:30:00","2013-02-23T23:23:00","","2013-02-23T08:30:00+00:00","出席「102年行政院政務首長研討會」","2013-02-23T08:30:00/2013-02-23T23:23:00@president.g0v.tw","","","","",""
"2013-02-23T09:30:00","2013-02-23T23:23:00","","2013-02-23T09:30:00+00:00","接見日本「產經新聞」會長清原武彥、董事山本秀也","2013-02-23T09:30:00/2013-02-23T23:23:00@president.g0v.tw","","","","",""
"2013-02-22T09:30:00","2013-02-22T23:23:00","","2013-02-22T09:30:00+00:00","出席「2013觀光節慶祝大會」","2013-02-22T09:30:00/2013-02-22T23:23:00@president.g0v.tw","","","","",""
"2013-02-22T11:00:00","2013-02-22T23:23:00","","2013-02-22T11:00:00+00:00","接見「2012國家生技醫療品質獎」年度得獎團隊代表","2013-02-22T11:00:00/2013-02-22T23:23:00@president.g0v.tw","","","","",""
"2013-02-21T10:15:00","2013-02-21T23:23:00","","2013-02-21T10:15:00+00:00","出席「繽紛世博 新竹起飛」新竹市世博臺灣館落成啟用典禮","2013-02-21T10:15:00/2013-02-21T23:23:00@president.g0v.tw","","","","",""
"2013-02-21T19:00:00","2013-02-21T23:23:00","","2013-02-21T19:00:00+00:00","出席「2013臺北燈節」點燈典禮","2013-02-21T19:00:00/2013-02-21T23:23:00@president.g0v.tw","","","","",""
"2013-02-20T18:30:00","2013-02-20T23:23:00","","2013-02-20T18:30:00+00:00","出席「中華民國102年新春聯歡晚會」","2013-02-20T18:30:00/2013-02-20T23:23:00@president.g0v.tw","","","","",""
"2013-02-19T00:00:00","2013-02-19T23:23:00","","2013-02-19T00:00:00+00:00","無公開行程","2013-02-19T00:00:00/2013-02-19T23:23:00@president.g0v.tw","","","","",""
"2013-02-18T08:30:00","2013-02-18T23:23:00","","2013-02-18T08:30:00+00:00","新任行政院政務人員宣誓典禮","2013-02-18T08:30:00/2013-02-18T23:23:00@president.g0v.tw","","","","",""
"2013-02-18T10:00:00","2013-02-18T23:23:00","","2013-02-18T10:00:00+00:00","總統府102年新春團拜暨茶會","2013-02-18T10:00:00/2013-02-18T23:23:00@president.g0v.tw","","","","",""
"2013-02-18T11:00:00","2013-02-18T23:23:00","","2013-02-18T11:00:00+00:00","出席2013年大陸台商春節團拜暨聯誼餐會","2013-02-18T11:00:00/2013-02-18T23:23:00@president.g0v.tw","","","","",""
"2013-02-17T10:10:00","2013-02-17T23:23:00","","2013-02-17T10:10:00+00:00","臺北木柵指南宮祈福參拜","2013-02-17T10:10:00/2013-02-17T23:23:00@president.g0v.tw","","","","",""
"2013-02-17T18:20:00","2013-02-17T23:23:00","","2013-02-17T18:20:00+00:00","「新北有你、夢想Unique」2013平溪天燈節活動","2013-02-17T18:20:00/2013-02-17T23:23:00@president.g0v.tw","","","","",""
"2013-02-16T00:00:00","2013-02-16T23:23:00","","2013-02-16T00:00:00+00:00","無公開行程","2013-02-16T00:00:00/2013-02-16T23:23:00@president.g0v.tw","","","","",""
"2013-02-15T00:00:00","2013-02-15T23:23:00","","2013-02-15T00:00:00+00:00","無公開行程","2013-02-15T00:00:00/2013-02-15T23:23:00@president.g0v.tw","","","","",""
"2013-02-14T00:00:00","2013-02-14T23:23:00","","2013-02-14T00:00:00+00:00","無公開行程","2013-02-14T00:00:00/2013-02-14T23:23:00@president.g0v.tw","","","","",""
"2013-02-13T00:00:00","2013-02-13T23:23:00","","2013-02-13T00:00:00+00:00","無公開行程","2013-02-13T00:00:00/2013-02-13T23:23:00@president.g0v.tw","","","","",""
"2013-02-12T11:35:00","2013-02-12T23:23:00","","2013-02-12T11:35:00+00:00","慰勉行政院海巡署東港安檢所同仁暨餐敘","2013-02-12T11:35:00/2013-02-12T23:23:00@president.g0v.tw","","","","",""
"2013-02-12T13:00:00","2013-02-12T23:23:00","","2013-02-12T13:00:00+00:00","屏東東港東隆宮祈福參拜","2013-02-12T13:00:00/2013-02-12T23:23:00@president.g0v.tw","","","","",""
"2013-02-12T14:50:00","2013-02-12T23:23:00","","2013-02-12T14:50:00+00:00","高雄玉皇宮祈福參拜","2013-02-12T14:50:00/2013-02-12T23:23:00@president.g0v.tw","","","","",""
"2013-02-12T16:40:00","2013-02-12T23:23:00","","2013-02-12T16:40:00+00:00","大灣凌霄寶殿-天公廟武龍宮祈福參拜","2013-02-12T16:40:00/2013-02-12T23:23:00@president.g0v.tw","","","","",""
"2013-02-11T09:00:00","2013-02-11T23:23:00","","2013-02-11T09:00:00+00:00","馬家庄祭祖及發送總統福袋","2013-02-11T09:00:00/2013-02-11T23:23:00@president.g0v.tw","","","","",""
"2013-02-11T11:00:00","2013-02-11T23:23:00","","2013-02-11T11:00:00+00:00","苗栗頭份永貞宮祈福參拜","2013-02-11T11:00:00/2013-02-11T23:23:00@president.g0v.tw","","","","",""
"2013-02-11T13:45:00","2013-02-11T23:23:00","","2013-02-11T13:45:00+00:00","新竹新埔褒忠義民廟祈福參拜","2013-02-11T13:45:00/2013-02-11T23:23:00@president.g0v.tw","","","","",""
"2013-02-11T15:15:00","2013-02-11T23:23:00","","2013-02-11T15:15:00+00:00","新竹湖口三元宮祈福參拜暨湖口老街參訪","2013-02-11T15:15:00/2013-02-11T23:23:00@president.g0v.tw","","","","",""
"2013-02-11T17:00:00","2013-02-11T23:23:00","","2013-02-11T17:00:00+00:00","佛光山中壢禪淨中心禮佛及新春團拜","2013-02-11T17:00:00/2013-02-11T23:23:00@president.g0v.tw","","","","",""
"2013-02-10T08:30:00","2013-02-10T23:23:00","","2013-02-10T08:30:00+00:00","行天宮祈福參拜","2013-02-10T08:30:00/2013-02-10T23:23:00@president.g0v.tw","","","","",""
"2013-02-10T11:10:00","2013-02-10T23:23:00","","2013-02-10T11:10:00+00:00","竹林山觀音寺祈福參拜","2013-02-10T11:10:00/2013-02-10T23:23:00@president.g0v.tw","","","","",""
"2013-02-10T14:25:00","2013-02-10T23:23:00","","2013-02-10T14:25:00+00:00","嘉義新港奉天宮祈福參拜","2013-02-10T14:25:00/2013-02-10T23:23:00@president.g0v.tw","","","","",""
"2013-02-10T15:50:00","2013-02-10T23:23:00","","2013-02-10T15:50:00+00:00","雲林北港朝天宮祈福參拜","2013-02-10T15:50:00/2013-02-10T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T12:00:00","2013-02-09T23:23:00","","2013-02-09T12:00:00+00:00","與空軍司令部官兵代表會餐","2013-02-09T12:00:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T14:30:00","2013-02-09T23:23:00","","2013-02-09T14:30:00+00:00","慰勉警察局留守同仁：介壽路派出所","2013-02-09T14:30:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T14:50:00","2013-02-09T23:23:00","","2013-02-09T14:50:00+00:00","慰勉清潔隊留守同仁：大安區清潔隊臺大分隊、中正區清潔隊","2013-02-09T14:50:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T15:30:00","2013-02-09T23:23:00","","2013-02-09T15:30:00+00:00","慰勉醫院留守同仁：行政院衛生署雙和醫院","2013-02-09T15:30:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T16:15:00","2013-02-09T23:23:00","","2013-02-09T16:15:00+00:00","慰勉消防隊留守同仁：新北市中和分隊、第七大隊","2013-02-09T16:15:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T16:55:00","2013-02-09T23:23:00","","2013-02-09T16:55:00+00:00","慰勉興隆寓所轄區興隆派出所員警","2013-02-09T16:55:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T17:10:00","2013-02-09T23:23:00","","2013-02-09T17:10:00+00:00","臺北市文山區興安里發送小龍年新春福袋","2013-02-09T17:10:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T23:20:00","2013-02-09T23:23:00","","2013-02-09T23:20:00+00:00","出席「法鼓山除夕聞鐘聲祈福法會」","2013-02-09T23:20:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-09T00:00:00","2013-02-09T23:23:00","","2013-02-09T00:00:00+00:00"," ","2013-02-09T00:00:00/2013-02-09T23:23:00@president.g0v.tw","","","","",""
"2013-02-08T07:50:00","2013-02-08T23:23:00","","2013-02-08T07:50:00+00:00","陪同馬媽媽採買年夜飯食材","2013-02-08T07:50:00/2013-02-08T23:23:00@president.g0v.tw","","","","",""
"2013-02-08T08:50:00","2013-02-08T23:23:00","","2013-02-08T08:50:00+00:00","訪視臺北市萬芳(伊甸)啟能中心","2013-02-08T08:50:00/2013-02-08T23:23:00@president.g0v.tw","","","","",""
"2013-02-07T11:15:00","2013-02-07T23:23:00","","2013-02-07T11:15:00+00:00","接見日本玻璃藝術家黑木國昭等一行","2013-02-07T11:15:00/2013-02-07T23:23:00@president.g0v.tw","","","","",""
"2013-02-06T10:00:00","2013-02-06T23:23:00","","2013-02-06T10:00:00+00:00","出席國立故宮博物院南部院區開工典禮","2013-02-06T10:00:00/2013-02-06T23:23:00@president.g0v.tw","","","","",""
"2013-02-06T18:00:00","2013-02-06T23:23:00","","2013-02-06T18:00:00+00:00","接見「2013冬季世界特殊奧林匹克運動會」中華代表團","2013-02-06T18:00:00/2013-02-06T23:23:00@president.g0v.tw","","","","",""
"2013-02-05T10:40:00","2013-02-05T23:23:00","","2013-02-05T10:40:00+00:00","出席「感謝與期許」茶會","2013-02-05T10:40:00/2013-02-05T23:23:00@president.g0v.tw","","","","",""
"2013-02-05T14:25:00","2013-02-05T23:23:00","","2013-02-05T14:25:00+00:00","出席「十大經典魅力漁港」頒獎典禮","2013-02-05T14:25:00/2013-02-05T23:23:00@president.g0v.tw","","","","",""
"2013-02-04T10:00:00","2013-02-04T23:23:00","","2013-02-04T10:00:00+00:00","接見「中華民國電視學會」周法勛理事長等一行","2013-02-04T10:00:00/2013-02-04T23:23:00@president.g0v.tw","","","","",""
"2013-02-03T10:10:00","2013-02-03T23:23:00","","2013-02-03T10:10:00+00:00","出席「2013年臺灣國際科學展覽會」頒獎典禮","2013-02-03T10:10:00/2013-02-03T23:23:00@president.g0v.tw","","","","",""
"2013-02-03T15:00:00","2013-02-03T23:23:00","","2013-02-03T15:00:00+00:00","出席電影欣賞會-國片「不老騎士」","2013-02-03T15:00:00/2013-02-03T23:23:00@president.g0v.tw","","","","",""
"2013-02-02T13:45:00","2013-02-02T23:23:00","","2013-02-02T13:45:00+00:00","訪視德水園身心障礙教養院","2013-02-02T13:45:00/2013-02-02T23:23:00@president.g0v.tw","","","","",""
"2013-02-02T15:10:00","2013-02-02T23:23:00","","2013-02-02T15:10:00+00:00","訪視「種樹的賴桑」賴倍元先生","2013-02-02T15:10:00/2013-02-02T23:23:00@president.g0v.tw","","","","",""
"2013-02-01T11:30:00","2013-02-01T23:23:00","","2013-02-01T11:30:00+00:00","春節勞軍-與澎防部官兵代表會餐","2013-02-01T11:30:00/2013-02-01T23:23:00@president.g0v.tw","","","","",""
"2013-01-31T10:10:00","2013-01-31T23:23:00","","2013-01-31T10:10:00+00:00","接見法國前核能安全署署長拉柯斯特（André-Claude Lacoste）","2013-01-31T10:10:00/2013-01-31T23:23:00@president.g0v.tw","","","","",""
"2013-01-30T10:30:00","2013-01-30T23:23:00","","2013-01-30T10:30:00+00:00","召開「年金制度改革方案」記者會","2013-01-30T10:30:00/2013-01-30T23:23:00@president.g0v.tw","","","","",""
"2013-01-30T11:30:00","2013-01-30T23:23:00","","2013-01-30T11:30:00+00:00","出席「2013年第21屆臺北國際書展」開幕典禮","2013-01-30T11:30:00/2013-01-30T23:23:00@president.g0v.tw","","","","",""
"2013-01-30T17:30:00","2013-01-30T23:23:00","","2013-01-30T17:30:00+00:00","接見「美國在臺協會(AIT)主席薄瑞光（Raymond F. Burghardt）」一行","2013-01-30T17:30:00/2013-01-30T23:23:00@president.g0v.tw","","","","",""
"2013-01-29T14:15:00","2013-01-29T23:23:00","","2013-01-29T14:15:00+00:00","接見法國國民議會外交委員會訪華團","2013-01-29T14:15:00/2013-01-29T23:23:00@president.g0v.tw","","","","",""
"2013-01-29T17:45:00","2013-01-29T23:23:00","","2013-01-29T17:45:00+00:00","接見國際透明組織國防安全計畫研究團隊訪華團","2013-01-29T17:45:00/2013-01-29T23:23:00@president.g0v.tw","","","","",""
