"SUMMARY","DTSTART","DTEND","DURATION","DTSTAMP","UID","RECURRENCE-ID","SEQUENCE","RRULEEXRULE","RDATE","EXDATE"
"「敦誼專案」－副總統出訪中美洲二友邦（多明尼加共和國、貝里斯）","2012-08-13T07:45:00","2012-08-13T23:23:00","","2012-08-13T07:45:00+00:00","2012-08-13T07:45:00/2012-08-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「關懷失智為愛憶起來」-2012國際失智症月活動","2012-09-15T09:00:00","2012-09-15T23:23:00","","2012-09-15T09:00:00+00:00","2012-09-15T09:00:00/2012-09-15T23:23:00@vice-president.g0v.tw","","","","",""
"出席「101年全國環保志(義)工趣味運動會」","2012-09-15T10:40:00","2012-09-15T23:23:00","","2012-09-15T10:40:00+00:00","2012-09-15T10:40:00/2012-09-15T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-06-20T00:00:00","2013-06-20T23:23:00","","2013-06-20T00:00:00+00:00","2013-06-20T00:00:00/2013-06-20T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國軍三項基本體能競賽」開幕典禮","2012-12-04T09:00:00","2012-12-04T23:23:00","","2012-12-04T09:00:00+00:00","2012-12-04T09:00:00/2012-12-04T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國卡內基美隆大學校長柯瀚","2010-10-08T10:30:00","2010-10-08T23:23:00","","2010-10-08T10:30:00+00:00","2010-10-08T10:30:00/2010-10-08T23:23:00@vice-president.g0v.tw","","","","",""
"出席婦聯會國慶聯誼茶會","2010-10-08T14:00:00","2010-10-08T23:23:00","","2010-10-08T14:00:00+00:00","2010-10-08T14:00:00/2010-10-08T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011全國中小企業發展會議」","2011-10-27T10:00:00","2011-10-27T23:23:00","","2011-10-27T10:00:00+00:00","2011-10-27T10:00:00/2011-10-27T23:23:00@vice-president.g0v.tw","","","","",""
"接見創投公會理監事","2011-10-27T17:00:00","2011-10-27T23:23:00","","2011-10-27T17:00:00+00:00","2011-10-27T17:00:00/2011-10-27T23:23:00@vice-president.g0v.tw","","","","",""
"《兩岸服務貿易協議》廟口開講","2013-08-10T17:30:00","2013-08-10T23:23:00","","2013-08-10T17:30:00+00:00","2013-08-10T17:30:00/2013-08-10T23:23:00@vice-president.g0v.tw","","","","",""
"出席「稻浪飄香－老台灣農村生活影像特展」活動開幕儀式","2011-09-04T14:00:00","2011-09-04T23:23:00","","2011-09-04T14:00:00+00:00","2011-09-04T14:00:00/2011-09-04T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本「國際禪交流友好協會」(IZEFA)會長則竹秀南一行","2011-06-08T10:00:00","2011-06-08T23:23:00","","2011-06-08T10:00:00+00:00","2011-06-08T10:00:00/2011-06-08T23:23:00@vice-president.g0v.tw","","","","",""
"接見「美中國際委員會」主席陳香梅女士","2011-06-08T11:00:00","2011-06-08T23:23:00","","2011-06-08T11:00:00+00:00","2011-06-08T11:00:00/2011-06-08T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本前眾議員愛知和男","2011-06-08T17:00:00","2011-06-08T23:23:00","","2011-06-08T17:00:00+00:00","2011-06-08T17:00:00/2011-06-08T23:23:00@vice-president.g0v.tw","","","","",""
"出席「愛盲協會」40週年感恩慶典","2013-04-24T18:30:00","2013-04-24T23:23:00","","2013-04-24T18:30:00+00:00","2013-04-24T18:30:00/2013-04-24T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-11-19T00:00:00","2011-11-19T23:23:00","","2011-11-19T00:00:00+00:00","2011-11-19T00:00:00/2011-11-19T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-18T00:00:00","2011-02-18T23:23:00","","2011-02-18T00:00:00+00:00","2011-02-18T00:00:00/2011-02-18T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-01-25T00:00:00","2012-01-25T23:23:00","","2012-01-25T00:00:00+00:00","2012-01-25T00:00:00/2012-01-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-07-23T00:00:00","2013-07-23T23:23:00","","2013-07-23T00:00:00+00:00","2013-07-23T00:00:00/2013-07-23T23:23:00@vice-president.g0v.tw","","","","",""
"「敦誼專案」－副總統出訪中美洲二友邦（多明尼加共和國、貝里斯）","2012-08-22T00:00:00","2012-08-22T23:23:00","","2012-08-22T00:00:00+00:00","2012-08-22T00:00:00/2012-08-22T23:23:00@vice-president.g0v.tw","","","","",""
"參訪「財團法人高雄市私立紅十字會慈暉園」","2012-09-02T09:50:00","2012-09-02T23:23:00","","2012-09-02T09:50:00+00:00","2012-09-02T09:50:00/2012-09-02T23:23:00@vice-president.g0v.tw","","","","",""
"參訪「中鼓山老人活動中心」","2012-09-02T16:50:00","2012-09-02T23:23:00","","2012-09-02T16:50:00+00:00","2012-09-02T16:50:00/2012-09-02T23:23:00@vice-president.g0v.tw","","","","",""
"出席「101年度全國愛水節水」表揚頒獎典禮","2012-12-19T09:30:00","2012-12-19T23:23:00","","2012-12-19T09:30:00+00:00","2012-12-19T09:30:00/2012-12-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010台北魅力國際服裝服飾品牌展（Taipei In Style）」致詞","2010-08-29T10:40:00","2010-08-29T23:23:00","","2010-08-29T10:40:00+00:00","2010-08-29T10:40:00/2010-08-29T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-04-28T00:00:00","2010-04-28T23:23:00","","2010-04-28T00:00:00+00:00","2010-04-28T00:00:00/2010-04-28T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國俄亥俄州立大學（OSU）校長E. Gordon Gee等一行","2011-01-21T10:00:00","2011-01-21T23:23:00","","2011-01-21T10:00:00+00:00","2011-01-21T10:00:00/2011-01-21T23:23:00@vice-president.g0v.tw","","","","",""
"接見「孫中山和平教育基金會」主席孫穗芳博士","2011-01-21T17:00:00","2011-01-21T23:23:00","","2011-01-21T17:00:00+00:00","2011-01-21T17:00:00/2011-01-21T23:23:00@vice-president.g0v.tw","","","","",""
"接見歐洲復興開發銀行訪華團乙行","2011-04-06T10:15:00","2011-04-06T23:23:00","","2011-04-06T10:15:00+00:00","2011-04-06T10:15:00/2011-04-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國際機場股份有限公司」成立典禮","2010-11-01T10:00:00","2010-11-01T23:23:00","","2010-11-01T10:00:00+00:00","2010-11-01T10:00:00/2010-11-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「健康低碳樂生活，全民一起1活動」宣傳記者會","2010-11-01T10:35:00","2010-11-01T23:23:00","","2010-11-01T10:35:00+00:00","2010-11-01T10:35:00/2010-11-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國全國商業界慶祝第64屆商人節大會」暨「金商獎」頒獎典禮","2010-11-01T14:30:00","2010-11-01T23:23:00","","2010-11-01T14:30:00+00:00","2010-11-01T14:30:00/2010-11-01T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-07-14T00:00:00","2010-07-14T23:23:00","","2010-07-14T00:00:00+00:00","2010-07-14T00:00:00/2010-07-14T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-05-18T00:00:00","2013-05-18T23:23:00","","2013-05-18T00:00:00+00:00","2013-05-18T00:00:00/2013-05-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺北渣打公益路跑賽」","2013-06-02T05:05:00","2013-06-02T23:23:00","","2013-06-02T05:05:00+00:00","2013-06-02T05:05:00/2013-06-02T23:23:00@vice-president.g0v.tw","","","","",""
"出席「南鯤鯓代天府」李府千歲聖誕祭典","2013-06-02T09:15:00","2013-06-02T23:23:00","","2013-06-02T09:15:00+00:00","2013-06-02T09:15:00/2013-06-02T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-01-20T00:00:00","2012-01-20T23:23:00","","2012-01-20T00:00:00+00:00","2012-01-20T00:00:00/2012-01-20T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第8屆亞太神經再生研討會暨第5屆泛太平洋國際幹細胞及癌症研究研討會」、「第1屆海峽兩岸生物科技發展高峰會議」開幕典禮","2012-04-14T08:30:00","2012-04-14T23:23:00","","2012-04-14T08:30:00+00:00","2012-04-14T08:30:00/2012-04-14T23:23:00@vice-president.g0v.tw","","","","",""
"出席「亞洲大學藝術館動土典禮」","2011-01-24T10:00:00","2011-01-24T23:23:00","","2011-01-24T10:00:00+00:00","2011-01-24T10:00:00/2011-01-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見「美國在台協會」主席薄瑞光","2011-01-24T14:30:00","2011-01-24T23:23:00","","2011-01-24T14:30:00+00:00","2011-01-24T14:30:00/2011-01-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第一屆亞太糖尿病衛教會議」及「中華民國糖尿病衛教學會第16屆年會暨學術研討會」開幕典禮","2011-07-09T08:30:00","2011-07-09T23:23:00","","2011-07-09T08:30:00+00:00","2011-07-09T08:30:00/2011-07-09T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國建國一百年海內外青年大會師」活動","2011-07-09T19:00:00","2011-07-09T23:23:00","","2011-07-09T19:00:00+00:00","2011-07-09T19:00:00/2011-07-09T23:23:00@vice-president.g0v.tw","","","","",""
"接見「第九屆臺日文化交流青少年獎學金計畫」得獎人","2012-03-27T10:00:00","2012-03-27T23:23:00","","2012-03-27T10:00:00+00:00","2012-03-27T10:00:00/2012-03-27T23:23:00@vice-president.g0v.tw","","","","",""
"接見臺北市蕭氏宗親會幹部","2012-03-27T11:00:00","2012-03-27T23:23:00","","2012-03-27T11:00:00+00:00","2012-03-27T11:00:00/2012-03-27T23:23:00@vice-president.g0v.tw","","","","",""
"接見兩公約施行監督聯盟","2012-03-27T15:00:00","2012-03-27T23:23:00","","2012-03-27T15:00:00+00:00","2012-03-27T15:00:00/2012-03-27T23:23:00@vice-president.g0v.tw","","","","",""
"接見國際自然保育聯盟（IUCN）熊類專家群組主席大衛‧賈瑟利斯博士及世界自然基金會泰國分會主任羅伯特‧斯坦梅茨博士","2012-03-27T16:30:00","2012-03-27T23:23:00","","2012-03-27T16:30:00+00:00","2012-03-27T16:30:00/2012-03-27T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-09-26T00:00:00","2011-09-26T23:23:00","","2011-09-26T00:00:00+00:00","2011-09-26T00:00:00/2011-09-26T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席「新任司法院、考試院政務人員宣誓典禮","2010-10-25T09:15:00","2010-10-25T23:23:00","","2010-10-25T09:15:00+00:00","2010-10-25T09:15:00/2010-10-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-01-29T00:00:00","2013-01-29T23:23:00","","2013-01-29T00:00:00+00:00","2013-01-29T00:00:00/2013-01-29T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-07-03T00:00:00","2010-07-03T23:23:00","","2010-07-03T00:00:00+00:00","2010-07-03T00:00:00/2010-07-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「龍躍60‧美麗圓山」攝影展開幕暨頒獎茶會","2012-03-20T15:30:00","2012-03-20T23:23:00","","2012-03-20T15:30:00+00:00","2012-03-20T15:30:00/2012-03-20T23:23:00@vice-president.g0v.tw","","","","",""
"出席「1人1棵樹‧Yes, I can do」植樹活動","2011-11-10T10:00:00","2011-11-10T23:23:00","","2011-11-10T10:00:00+00:00","2011-11-10T10:00:00/2011-11-10T23:23:00@vice-president.g0v.tw","","","","",""
"接見「澳台經貿協會」主席Ross Maddock夫婦","2011-11-10T12:00:00","2011-11-10T23:23:00","","2011-11-10T12:00:00+00:00","2011-11-10T12:00:00/2011-11-10T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣健康醫院學會2012會員大會」暨「第6屆全國健康促進醫院研討會」","2012-10-21T09:25:00","2012-10-21T23:23:00","","2012-10-21T09:25:00+00:00","2012-10-21T09:25:00/2012-10-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國各界慶祝第47屆老人節」表揚全國模範老人及敬老楷模頒獎典禮","2012-10-21T14:30:00","2012-10-21T23:23:00","","2012-10-21T14:30:00+00:00","2012-10-21T14:30:00/2012-10-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-17T00:00:00","2011-02-17T23:23:00","","2011-02-17T00:00:00+00:00","2011-02-17T00:00:00/2011-02-17T23:23:00@vice-president.g0v.tw","","","","",""
"接見臺灣省政府「第13屆全國經典總會考」績優考生及推廣讀經有功團體一行","2013-03-13T10:00:00","2013-03-13T23:23:00","","2013-03-13T10:00:00+00:00","2013-03-13T10:00:00/2013-03-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「晨星暨Smart智富臺灣基金獎」頒獎典禮","2013-03-13T13:20:00","2013-03-13T23:23:00","","2013-03-13T13:20:00+00:00","2013-03-13T13:20:00/2013-03-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「台商與中國經濟發展研討會」","2010-06-25T09:05:00","2010-06-25T23:23:00","","2010-06-25T09:05:00+00:00","2010-06-25T09:05:00/2010-06-25T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國際漸凍人日暨陳宏新書發表會」","2010-06-25T10:45:00","2010-06-25T23:23:00","","2010-06-25T10:45:00+00:00","2010-06-25T10:45:00/2010-06-25T23:23:00@vice-president.g0v.tw","","","","",""
"接見1999年諾貝爾化學獎得主Prof. Ahmed H. Zewail","2010-06-25T16:00:00","2010-06-25T23:23:00","","2010-06-25T16:00:00+00:00","2010-06-25T16:00:00/2010-06-25T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第39次東亞經濟會議臺日雙方代表聯席會議」懇親酒會","2011-12-05T18:30:00","2011-12-05T23:23:00","","2011-12-05T18:30:00+00:00","2011-12-05T18:30:00/2011-12-05T23:23:00@vice-president.g0v.tw","","","","",""
"接見「臺日YMCA經營管理研討會」代表","2012-11-28T08:30:00","2012-11-28T23:23:00","","2012-11-28T08:30:00+00:00","2012-11-28T08:30:00/2012-11-28T23:23:00@vice-president.g0v.tw","","","","",""
"接見「日本交流協會」會長大橋光夫","2012-11-28T15:00:00","2012-11-28T23:23:00","","2012-11-28T15:00:00+00:00","2012-11-28T15:00:00/2012-11-28T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國空軍子弟學校民國100年校友大會」","2011-03-19T09:20:00","2011-03-19T23:23:00","","2011-03-19T09:20:00+00:00","2011-03-19T09:20:00/2011-03-19T23:23:00@vice-president.g0v.tw","","","","",""
"09：00　出席「第23屆近代工程技術討論會」開幕典禮","2010-11-08T00:00:00","2010-11-08T23:23:00","","2010-11-08T00:00:00+00:00","2010-11-08T00:00:00/2010-11-08T23:23:00@vice-president.g0v.tw","","","","",""
"10：00　陪同總統接見「2010年第18屆APEC經濟領袖會議」代表團","2010-11-08T00:00:00","2010-11-08T23:23:00","","2010-11-08T00:00:00+00:00","2010-11-08T00:00:00/2010-11-08T23:23:00@vice-president.g0v.tw","","","","",""
"10：45　接見沙烏地阿拉伯商工會副主席阿布都拉西姆暨沙烏地阿拉伯商工會秘書長法赫德","2010-11-08T00:00:00","2010-11-08T23:23:00","","2010-11-08T00:00:00+00:00","2010-11-08T00:00:00/2010-11-08T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-09-30T00:00:00","2012-09-30T23:23:00","","2012-09-30T00:00:00+00:00","2012-09-30T00:00:00/2012-09-30T23:23:00@vice-president.g0v.tw","","","","",""
"出席行政院大陸委員會20週年會慶茶會","2011-01-28T09:40:00","2011-01-28T23:23:00","","2011-01-28T09:40:00+00:00","2011-01-28T09:40:00/2011-01-28T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國汽車保養公會」成立大會","2012-05-27T11:05:00","2012-05-27T23:23:00","","2012-05-27T11:05:00+00:00","2012-05-27T11:05:00/2012-05-27T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國際獅子會」台灣總會會員代表大會及年會","2012-05-27T11:35:00","2012-05-27T23:23:00","","2012-05-27T11:35:00+00:00","2012-05-27T11:35:00/2012-05-27T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-03-21T00:00:00","2011-03-21T23:23:00","","2011-03-21T00:00:00+00:00","2011-03-21T00:00:00/2011-03-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-08-21T00:00:00","2010-08-21T23:23:00","","2010-08-21T00:00:00+00:00","2010-08-21T00:00:00/2010-08-21T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國奧克拉荷馬州前州長亨利（Brad Henry）伉儷等一行","2013-03-26T09:30:00","2013-03-26T23:23:00","","2013-03-26T09:30:00+00:00","2013-03-26T09:30:00/2013-03-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國際照明科技展」頒獎典禮","2013-03-26T10:20:00","2013-03-26T23:23:00","","2013-03-26T10:20:00+00:00","2013-03-26T10:20:00/2013-03-26T23:23:00@vice-president.g0v.tw","","","","",""
"接見「第10屆臺日文化交流青少年獎學金計畫」得獎學生一行","2013-03-26T15:00:00","2013-03-26T23:23:00","","2013-03-26T15:00:00+00:00","2013-03-26T15:00:00/2013-03-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「《經理人月刊》第3屆臺灣中小企業社會責任獎頒獎典禮暨交流分享會」","2013-07-02T14:00:00","2013-07-02T23:23:00","","2013-07-02T14:00:00+00:00","2013-07-02T14:00:00/2013-07-02T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第七屆遠東建築獎頒獎典禮」暨「遠東建築講座」致詞","2010-08-28T13:45:00","2010-08-28T23:23:00","","2010-08-28T13:45:00+00:00","2010-08-28T13:45:00/2010-08-28T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-02-19T00:00:00","2013-02-19T23:23:00","","2013-02-19T00:00:00+00:00","2013-02-19T00:00:00/2013-02-19T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-05-01T00:00:00","2013-05-01T23:23:00","","2013-05-01T00:00:00+00:00","2013-05-01T00:00:00/2013-05-01T23:23:00@vice-president.g0v.tw","","","","",""
"接見「2012 SNQ國家品質標章」年度獲獎者一行","2012-12-11T14:00:00","2012-12-11T23:23:00","","2012-12-11T14:00:00+00:00","2012-12-11T14:00:00/2012-12-11T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第5屆國家磐石關懷獎章頒獎典禮」","2013-07-18T14:00:00","2013-07-18T23:23:00","","2013-07-18T14:00:00+00:00","2013-07-18T14:00:00/2013-07-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「102年度吳鴻麟先生紀念獎學金」頒獎典禮","2013-07-18T15:00:00","2013-07-18T23:23:00","","2013-07-18T15:00:00+00:00","2013-07-18T15:00:00/2013-07-18T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-08-25T00:00:00","2012-08-25T23:23:00","","2012-08-25T00:00:00+00:00","2012-08-25T00:00:00/2012-08-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-01-31T00:00:00","2013-01-31T23:23:00","","2013-01-31T00:00:00+00:00","2013-01-31T00:00:00/2013-01-31T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第64屆醫師節慶祝大會」","2011-11-06T12:30:00","2011-11-06T23:23:00","","2011-11-06T12:30:00+00:00","2011-11-06T12:30:00/2011-11-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席「建國一百年昇恒昌文學競賽頒獎典禮」","2011-11-06T14:30:00","2011-11-06T23:23:00","","2011-11-06T14:30:00+00:00","2011-11-06T14:30:00/2011-11-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席「八田與一技師逝世70週年追思紀念會」","2012-05-08T14:30:00","2012-05-08T23:23:00","","2012-05-08T14:30:00+00:00","2012-05-08T14:30:00/2012-05-08T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-07T00:00:00","2011-02-07T23:23:00","","2011-02-07T00:00:00+00:00","2011-02-07T00:00:00/2011-02-07T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-04-30T00:00:00","2012-04-30T23:23:00","","2012-04-30T00:00:00+00:00","2012-04-30T00:00:00/2012-04-30T23:23:00@vice-president.g0v.tw","","","","",""
"接見「國際失智症協會」執行長Marc Wortmann及病友家屬代表等一行","2012-08-31T09:30:00","2012-08-31T23:23:00","","2012-08-31T09:30:00+00:00","2012-08-31T09:30:00/2012-08-31T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣醒報」發行紙本日報及創辦四週年慶祝活動","2012-08-31T10:30:00","2012-08-31T23:23:00","","2012-08-31T10:30:00+00:00","2012-08-31T10:30:00/2012-08-31T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺北市勞工新春團拜酒會","2013-02-21T10:30:00","2013-02-21T23:23:00","","2013-02-21T10:30:00+00:00","2013-02-21T10:30:00/2013-02-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「電信暨智慧生活展開幕典禮」","2013-02-21T11:05:00","2013-02-21T23:23:00","","2013-02-21T11:05:00+00:00","2013-02-21T11:05:00/2013-02-21T23:23:00@vice-president.g0v.tw","","","","",""
"接見「日本東京迪士尼親善大使」訪問團","2013-02-21T15:00:00","2013-02-21T23:23:00","","2013-02-21T15:00:00+00:00","2013-02-21T15:00:00/2013-02-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「全國中小企業聯合新春團拜」","2013-02-21T19:15:00","2013-02-21T23:23:00","","2013-02-21T19:15:00+00:00","2013-02-21T19:15:00/2013-02-21T23:23:00@vice-president.g0v.tw","","","","",""
"接見貝里斯外交部長艾林頓（Wilfred Peter Elrington）伉儷","2012-11-27T09:30:00","2012-11-27T23:23:00","","2012-11-27T09:30:00+00:00","2012-11-27T09:30:00/2012-11-27T23:23:00@vice-president.g0v.tw","","","","",""
"出席「國家建築金獎」頒獎典禮","2012-11-27T15:10:00","2012-11-27T23:23:00","","2012-11-27T15:10:00+00:00","2012-11-27T15:10:00/2012-11-27T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-06-14T00:00:00","2010-06-14T23:23:00","","2010-06-14T00:00:00+00:00","2010-06-14T00:00:00/2010-06-14T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-01-17T00:00:00","2011-01-17T23:23:00","","2011-01-17T00:00:00+00:00","2011-01-17T00:00:00/2011-01-17T23:23:00@vice-president.g0v.tw","","","","",""
"接見2011年台灣舞蹈文化藝術交流回鄉訪問團","2011-07-27T10:00:00","2011-07-27T23:23:00","","2011-07-27T10:00:00+00:00","2011-07-27T10:00:00/2011-07-27T23:23:00@vice-president.g0v.tw","","","","",""
"出席社團法人中華民國中小企業協會第12屆第2次會員大會暨第3屆國家磐石關懷獎章頒獎典禮","2011-07-27T14:00:00","2011-07-27T23:23:00","","2011-07-27T14:00:00+00:00","2011-07-27T14:00:00/2011-07-27T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-01-21T00:00:00","2013-01-21T23:23:00","","2013-01-21T00:00:00+00:00","2013-01-21T00:00:00/2013-01-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-04-26T00:00:00","2013-04-26T23:23:00","","2013-04-26T00:00:00+00:00","2013-04-26T00:00:00/2013-04-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「雲端運算產業推動成果發表會」暨「綠能雲端資料中心」啟動儀式","2011-04-29T10:20:00","2011-04-29T23:23:00","","2011-04-29T10:20:00+00:00","2011-04-29T10:20:00/2011-04-29T23:23:00@vice-president.g0v.tw","","","","",""
"出席「雜誌生活節-慶祝建國一百年雜誌世紀主題展開幕典禮」","2011-04-29T14:00:00","2011-04-29T23:23:00","","2011-04-29T14:00:00+00:00","2011-04-29T14:00:00/2011-04-29T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第十六屆台灣癌症聯合學術年會」歡迎晚宴","2011-04-29T18:30:00","2011-04-29T23:23:00","","2011-04-29T18:30:00+00:00","2011-04-29T18:30:00/2011-04-29T23:23:00@vice-president.g0v.tw","","","","",""
"出席巴拿馬共和國總統馬丁內利訪華軍禮歡迎儀式","2010-10-22T08:58:00","2010-10-22T23:23:00","","2010-10-22T08:58:00+00:00","2010-10-22T08:58:00/2010-10-22T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統與巴拿馬共和國總統馬丁內利會談","2010-10-22T09:45:00","2010-10-22T23:23:00","","2010-10-22T09:45:00+00:00","2010-10-22T09:45:00/2010-10-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010台北國際電子產業科技展、台灣國際RFID應用展、台灣寬頻通訊展」聯合開幕典禮","2010-10-11T10:00:00","2010-10-11T23:23:00","","2010-10-11T10:00:00+00:00","2010-10-11T10:00:00/2010-10-11T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見索羅門群島總督卡布依閣下伉儷 ","2010-05-13T18:00:00","2010-05-13T23:23:00","","2010-05-13T18:00:00+00:00","2010-05-13T18:00:00/2010-05-13T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席索羅門群島總督卡布依閣下伉儷訪華國宴","2010-05-13T18:45:00","2010-05-13T23:23:00","","2010-05-13T18:45:00+00:00","2010-05-13T18:45:00/2010-05-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011台北國際機器人展暨自動化工業大展」開幕典禮","2011-08-31T10:30:00","2011-08-31T23:23:00","","2011-08-31T10:30:00+00:00","2011-08-31T10:30:00/2011-08-31T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-07-07T00:00:00","2011-07-07T23:23:00","","2011-07-07T00:00:00+00:00","2011-07-07T00:00:00/2011-07-07T23:23:00@vice-president.g0v.tw","","","","",""
"出席中華民國101年「中樞紀念革命先烈暨春祭忠烈殉職人員典禮」","2012-03-29T09:55:00","2012-03-29T23:23:00","","2012-03-29T09:55:00+00:00","2012-03-29T09:55:00/2012-03-29T23:23:00@vice-president.g0v.tw","","","","",""
"出席「百年百聯林隆達老師書法展開幕式」","2011-12-24T10:30:00","2011-12-24T23:23:00","","2011-12-24T10:30:00+00:00","2011-12-24T10:30:00/2011-12-24T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-01-07T00:00:00","2011-01-07T23:23:00","","2011-01-07T00:00:00+00:00","2011-01-07T00:00:00/2011-01-07T23:23:00@vice-president.g0v.tw","","","","",""
"接見「台灣商業軟體聯盟」（BSA）亞太區董事總經理Lynn Boxall","2011-08-25T10:30:00","2011-08-25T23:23:00","","2011-08-25T10:30:00+00:00","2011-08-25T10:30:00/2011-08-25T23:23:00@vice-president.g0v.tw","","","","",""
"出席「台灣玉山科技協會」十週年年會及「開創台灣黃金十年」高峰論壇","2011-08-25T18:30:00","2011-08-25T23:23:00","","2011-08-25T18:30:00+00:00","2011-08-25T18:30:00/2011-08-25T23:23:00@vice-president.g0v.tw","","","","",""
"參觀「馬內到畢卡索－費城美術館經典展」","2010-08-04T10:00:00","2010-08-04T23:23:00","","2010-08-04T10:00:00+00:00","2010-08-04T10:00:00/2010-08-04T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-07-17T00:00:00","2011-07-17T23:23:00","","2011-07-17T00:00:00+00:00","2011-07-17T00:00:00/2011-07-17T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣燈會」閉幕典禮","2013-03-10T21:30:00","2013-03-10T23:23:00","","2013-03-10T21:30:00+00:00","2013-03-10T21:30:00/2013-03-10T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-03-11T00:00:00","2012-03-11T23:23:00","","2012-03-11T00:00:00+00:00","2012-03-11T00:00:00/2012-03-11T23:23:00@vice-president.g0v.tw","","","","",""
